ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
1390051,35807028,1,1
1390051,35805661,1,1
1390051,35102017,1,1
1390051,35805823,1,1
1390051,35804622,1,1
1390051,35804574,1,1
1390051,35804426,1,1
1390051,35806089,1,1
1390051,35804572,1,1
1390051,35805845,1,1
1390051,35806088,1,1
1390051,35806494,1,1
1390051,35804623,1,1
1390051,35804353,1,1
1390051,35806091,1,1
1390051,35805822,1,1
1390051,35803620,1,1
1390051,35805849,1,1
1390051,35804573,1,1
1390051,35805850,1,1
1391199,1391199,0,0
1391248,1391248,0,0
1391307,1391307,0,0
1391440,1391440,0,0
1391470,1391470,0,0
1391575,1391575,0,0
1391642,1391642,0,0
1391648,1391648,0,0
1391846,1391846,0,0
1391846,35100653,1,1
1391846,35805855,1,1
1391846,35805846,1,1
1391846,35805860,1,1
1391846,35803682,1,1
1391846,35804415,1,1
1391846,35803461,1,1
1391846,35805847,1,1
1391846,35805861,1,1
1391846,35806112,1,1
1391846,35806958,1,1
1391846,35805719,1,1
1391846,35806437,1,1
1391846,35805862,1,1
1391846,42542366,1,1
1391846,35803681,1,1
1391846,35102011,1,1
1391846,35805857,1,1
1391846,35805856,1,1
1391846,35804416,1,1
1391861,1391861,0,0
1391889,1391889,0,0
1392019,1392019,0,0
1392182,1392182,0,0
1394023,35804079,1,1
1394023,1394023,0,0
1394023,35804071,1,1
1394023,35804070,1,1
1394027,1394027,0,0
1394333,1394333,0,0
1394337,1394337,0,0
1394337,35805852,1,1
1394337,35805851,1,1
1394337,35805805,1,1
1394337,35805110,1,1
1394337,35805815,1,1
1394337,35805756,1,1
1394337,35805853,1,1
1395058,1395058,0,0
1395557,35806588,1,1
1395557,35803493,1,1
1395557,35804576,1,1
1395557,35804587,1,1
1395557,35804609,1,1
1395557,35803620,1,1
1395557,35803627,1,1
1395557,35805071,1,1
1395557,35804588,1,1
1395557,35804598,1,1
1395557,35803491,1,1
1395557,35803485,1,1
1395557,35803612,1,1
1395557,35803623,1,1
1395557,35803629,1,1
1395557,35803503,1,1
1395557,35803501,1,1
1395557,35806101,1,1
1395557,35805644,1,1
1395557,35804066,1,1
1395557,35803705,1,1
1395557,35805659,1,1
1395557,35804580,1,1
1395557,35805662,1,1
1395557,35803632,1,1
1395557,35805639,1,1
1395557,42542359,1,1
1395557,35805638,1,1
1395557,35803625,1,1
1395557,1395557,0,0
1395557,35803622,1,1
1395557,35803457,1,1
1395557,35804592,1,1
1395557,35805643,1,1
1395557,42542392,1,1
1395557,35805074,1,1
1395557,35803628,1,1
1395557,35803506,1,1
1395557,35805652,1,1
1395557,35805842,1,1
1395557,35803619,1,1
1395557,35803621,1,1
1395557,35803615,1,1
1395557,35803626,1,1
1395557,35805658,1,1
1395557,35803617,1,1
1395557,35804619,1,1
1395557,35804600,1,1
1395557,35804615,1,1
1395557,35804577,1,1
1395557,35805841,1,1
1395557,35804610,1,1
1395557,35804624,1,1
1395557,35804620,1,1
1395573,1395573,0,0
1395773,1395773,0,0
1396012,1396012,0,0
1396131,1396131,0,0
1396422,1396422,0,0
1396423,1396423,0,0
1396423,35101866,1,1
1396425,1396425,0,0
1396426,1396426,0,0
1396452,1396452,0,0
1396453,1396453,0,0
1396458,1396458,0,0
1396468,1396468,0,0
1396495,1396495,0,0
1396553,1396553,0,0
1396560,1396560,0,0
1396561,1396561,0,0
1396567,1396567,0,0
1396584,1396584,0,0
1396690,1396690,0,0
1396691,1396691,0,0
1396692,1396692,0,0
1396693,1396693,0,0
1396728,1396728,0,0
1396729,1396729,0,0
1396729,35101649,1,1
1396740,1396740,0,0
1396817,1396817,0,0
1397059,1397059,0,0
1397141,1397141,0,0
1397141,35804768,1,1
1397141,35805365,1,1
1397141,35804256,1,1
1397141,35805711,1,1
1397141,35804261,1,1
1397141,35806482,1,1
1397141,35804253,1,1
1397141,35804255,1,1
1397141,35804264,1,1
1397141,35803579,1,1
1397141,35804286,1,1
1397141,42542361,1,1
1397141,35806409,1,1
1397141,35804544,1,1
1397141,35803689,1,1
1397141,35804777,1,1
1397141,35804207,1,1
1397141,35804779,1,1
1397141,35804252,1,1
1397141,35804772,1,1
1397141,35102007,1,1
1397141,35806942,1,1
1397141,35804766,1,1
1397141,35804770,1,1
1397141,35804206,1,1
1397141,35806401,1,1
1397141,42542366,1,1
1397141,35806489,1,1
1397141,35806410,1,1
1397141,35803693,1,1
1397141,35806408,1,1
1397141,35807025,1,1
1397141,35804780,1,1
1397141,35803688,1,1
1397141,35806175,1,1
1397141,35806945,1,1
1397141,35101643,1,1
1397141,35101262,1,1
1397141,42542278,1,1
1397141,35804568,1,1
1397141,35804263,1,1
1397141,35806902,1,1
1397141,35804540,1,1
1397141,35804250,1,1
1397141,35804319,1,1
1397141,35806407,1,1
1397141,35805645,1,1
1397141,35804268,1,1
1397141,35804776,1,1
1397141,35804310,1,1
1397141,35806135,1,1
1397141,35806411,1,1
1397141,35804245,1,1
1397141,35806122,1,1
1397141,35804266,1,1
1397599,1397599,0,0
1397599,35806434,1,1
1397599,35806960,1,1
1397599,35806113,1,1
1397599,35804218,1,1
1397599,35806146,1,1
1397599,35806397,1,1
1397599,35806593,1,1
1397599,35806363,1,1
1397599,35805334,1,1
1397599,35806115,1,1
1397599,35805860,1,1
1397599,35806470,1,1
1397599,42542399,1,1
1397599,35804320,1,1
1397599,35805362,1,1
1397599,35806950,1,1
1397599,35804533,1,1
1397599,35806174,1,1
1397599,35804823,1,1
1397599,35806625,1,1
1397599,35806432,1,1
1397599,35806945,1,1
1397599,35806175,1,1
1397599,42542286,1,1
1397599,35805062,1,1
1397599,35805463,1,1
1397599,35804151,1,1
1397599,35807044,1,1
1397599,35804532,1,1
1397599,35806438,1,1
1397599,35807525,1,1
1397599,35806953,1,1
1397599,35806627,1,1
1397599,35804819,1,1
1397599,35806304,1,1
1397599,35806080,1,1
1397599,35804540,1,1
1397599,35804818,1,1
1397599,35805679,1,1
1397599,35803576,1,1
1397599,35805361,1,1
1397599,35807019,1,1
1397599,35807017,1,1
1397599,35806144,1,1
1397599,35806124,1,1
1397599,35805333,1,1
1397599,35803704,1,1
1397599,35806263,1,1
1397599,35805680,1,1
1397599,35803672,1,1
1397599,35805359,1,1
1397599,35805121,1,1
1397599,35804539,1,1
1397599,35805831,1,1
1397599,35804538,1,1
1397599,35806494,1,1
1397599,35806411,1,1
1397599,35805329,1,1
1397599,35804154,1,1
1397599,42542397,1,1
1397599,35805119,1,1
1397599,35804155,1,1
1397599,35805770,1,1
1397599,42542398,1,1
1397599,35806305,1,1
1397599,35807020,1,1
1397599,35803570,1,1
1397599,35806431,1,1
1397599,42542377,1,1
1397599,35807023,1,1
1397599,35806441,1,1
1397599,35806475,1,1
1397599,35807016,1,1
1397599,35806406,1,1
1397599,35805360,1,1
1397599,35805246,1,1
1397599,35806427,1,1
1397599,35805340,1,1
1397599,35803575,1,1
1397599,35805351,1,1
1397599,35805342,1,1
1397599,35806436,1,1
1397599,35804565,1,1
1397599,35806126,1,1
1397599,35805328,1,1
1397599,35805776,1,1
1397599,35806112,1,1
1397599,35806278,1,1
1397599,35803703,1,1
1397599,35807046,1,1
1397599,35804143,1,1
1397599,35805775,1,1
1397599,35804336,1,1
1397599,35806416,1,1
1397599,35805778,1,1
1397599,35805332,1,1
1397599,35805061,1,1
1397599,35806399,1,1
1397599,35804148,1,1
1397599,35806439,1,1
1397599,35807029,1,1
1397599,35805337,1,1
1397599,35805336,1,1
1397599,42542375,1,1
1397599,35804095,1,1
1397599,35806327,1,1
1397599,35803574,1,1
1397599,35804527,1,1
1397599,35804144,1,1
1397599,35806412,1,1
1397599,35805058,1,1
1397599,35803676,1,1
1397599,35806469,1,1
1397599,42542400,1,1
1397599,35807026,1,1
1397599,35806940,1,1
1397599,35805370,1,1
1397599,35806340,1,1
1397599,35806123,1,1
1397599,35805363,1,1
1397599,35806947,1,1
1397599,35806472,1,1
1397599,35805335,1,1
1397599,35805059,1,1
1397599,35806471,1,1
1397599,35806396,1,1
1397599,35806145,1,1
1397599,35804541,1,1
1397599,35806497,1,1
1397599,35807022,1,1
1397599,35806636,1,1
1397599,35806125,1,1
1397599,35802849,1,1
1397599,35804562,1,1
1397599,35804146,1,1
1397599,35806466,1,1
1397599,35806173,1,1
1397599,35805098,1,1
1397599,35805052,1,1
1397599,35805838,1,1
1397599,35805243,1,1
1397599,35806495,1,1
1397599,35803589,1,1
1397599,35102030,1,1
1397599,35804561,1,1
1397599,35804157,1,1
1397599,35805364,1,1
1397599,35803573,1,1
1397599,35805356,1,1
1397599,35806430,1,1
1397599,35806493,1,1
1397599,35805365,1,1
1397599,35806492,1,1
1397599,35804260,1,1
1398039,1398039,0,0
1398399,1398399,0,0
1398399,35100810,1,1
1398399,35804295,1,1
1398399,35804274,1,1
1398499,1398499,0,0
1398516,1398516,0,0
1398573,1398573,0,0
1398579,1398579,0,0
1398677,1398677,0,0
1398693,1398693,0,0
1398740,1398740,0,0
1398753,1398753,0,0
1398801,1398801,0,0
1398816,1398816,0,0
1398937,1398937,0,0
1399063,1399063,0,0
1399177,1399177,0,0
1400498,1400498,0,0
1400959,1400959,0,0
1400992,1400992,0,0
1401437,1401437,0,0
1401574,1401574,0,0
1401581,1401581,0,0
1436169,1436169,0,0
1436650,1436650,0,0
1436650,35803535,1,1
1436650,35102002,1,1
1436650,35804041,1,1
1436650,35804055,1,1
1436650,35804036,1,1
1436650,35803537,1,1
1436650,35804053,1,1
1436650,35804058,1,1
1436650,35803541,1,1
1436650,35806980,1,1
1436650,35804078,1,1
1436650,35806978,1,1
1436650,35805985,1,1
1436650,35803462,1,1
1436650,35804094,1,1
1436650,35100884,1,1
1436650,35806979,1,1
1436650,35803564,1,1
1436650,35101473,1,1
1436650,35803565,1,1
1436650,35101482,1,1
1436650,35803528,1,1
1436650,35804404,1,1
1436678,1436678,0,0
1436678,35804289,1,1
1436678,35804290,1,1
1436678,35804334,1,1
1436678,35806146,1,1
1436678,35805249,1,1
1436678,35804231,1,1
1436678,35804324,1,1
1436678,35804348,1,1
1436678,35805250,1,1
1436678,35804364,1,1
1436678,35804296,1,1
1436678,35804221,1,1
1436678,35804240,1,1
1436678,35804347,1,1
1436678,35804302,1,1
1436678,35806147,1,1
1436678,35804305,1,1
1436678,35804278,1,1
1436776,1436776,0,0
1437379,1437379,0,0
1437379,35803531,1,1
1437379,35803563,1,1
1437379,35803559,1,1
1437379,35807170,1,1
1437379,35101481,1,1
1437379,35101984,1,1
1437379,35803532,1,1
1437379,35804054,1,1
1437379,35803502,1,1
1437379,35803536,1,1
1500211,1500211,0,0
1500211,35804352,1,1
1500211,35804360,1,1
1500211,35805249,1,1
1501309,1501309,0,0
1501617,1501617,0,0
1501700,1501700,0,0
1502809,1502809,0,0
1502826,1502826,0,0
1502855,1502855,0,0
1502877,1502877,0,0
1502905,1502905,0,0
1503057,1503057,0,0
1503057,35804364,1,1
1503057,35804350,1,1
1503184,1503184,0,0
1503297,1503297,0,0
1503432,1503432,0,0
1503501,1503501,0,0
1503501,35806580,1,1
1503501,35806381,1,1
1503501,35806382,1,1
1503983,1503983,0,0
1504620,1504620,0,0
1505346,1505346,0,0
1506270,1506270,0,0
1506270,35805727,1,1
1506270,35807042,1,1
1506270,35803550,1,1
1506270,35806341,1,1
1506270,35806063,1,1
1506270,35805838,1,1
1506270,35803563,1,1
1506270,35806351,1,1
1506270,35804584,1,1
1506270,35804043,1,1
1506270,35805333,1,1
1506270,35805082,1,1
1506270,35805784,1,1
1506270,35803572,1,1
1506270,35804626,1,1
1506270,35804589,1,1
1506270,35803735,1,1
1506270,35803524,1,1
1506270,35804249,1,1
1506270,35806665,1,1
1506270,35805843,1,1
1506270,35804032,1,1
1506270,35804593,1,1
1506270,35804396,1,1
1506270,35804423,1,1
1506270,35804608,1,1
1506270,35804401,1,1
1506270,35804063,1,1
1506270,35804049,1,1
1506270,35803432,1,1
1506270,35806337,1,1
1506270,35804416,1,1
1506270,35805119,1,1
1506270,35803525,1,1
1506270,35805061,1,1
1506602,1506602,0,0
1507558,1507558,0,0
1507705,1507705,0,0
1507705,35806866,1,1
1507835,1507835,0,0
1508241,1508241,0,0
1508439,1508439,0,0
1510202,1510202,0,0
1510210,1510210,0,0
1510217,1510217,0,0
1510218,1510218,0,0
1510219,1510219,0,0
1510233,1510233,0,0
1510235,1510235,0,0
1510255,1510255,0,0
1510256,1510256,0,0
1510257,1510257,0,0
1510258,1510258,0,0
1510259,1510259,0,0
1510280,1510280,0,0
1510281,1510281,0,0
1510328,1510328,0,0
1510328,35805920,1,1
1510329,1510329,0,0
1510330,1510330,0,0
1510331,1510331,0,0
1510332,1510332,0,0
1510333,1510333,0,0
1510334,1510334,0,0
1510335,1510335,0,0
1510336,1510336,0,0
1510337,1510337,0,0
1510338,1510338,0,0
1510362,1510362,0,0
1510363,1510363,0,0
1510364,1510364,0,0
1510365,1510365,0,0
1510366,1510366,0,0
1510411,1510411,0,0
1510417,1510417,0,0
1510418,1510418,0,0
1510431,1510431,0,0
1510439,1510439,0,0
1510467,1510467,0,0
1510482,1510482,0,0
1510483,1510483,0,0
1510483,35805918,1,1
1510485,1510485,0,0
1510486,1510486,0,0
1510487,1510487,0,0
1510488,1510488,0,0
1510489,1510489,0,0
1510490,1510490,0,0
1510491,1510491,0,0
1510492,1510492,0,0
1510506,1510506,0,0
1510507,1510507,0,0
1510508,1510508,0,0
1510509,1510509,0,0
1510510,1510510,0,0
1510521,1510521,0,0
1510522,1510522,0,0
1510523,1510523,0,0
1510524,1510524,0,0
1510525,1510525,0,0
1510526,1510526,0,0
1510527,1510527,0,0
1510528,1510528,0,0
1510529,1510529,0,0
1510530,1510530,0,0
1510531,1510531,0,0
1510552,1510552,0,0
1510598,1510598,0,0
1510599,1510599,0,0
1510600,1510600,0,0
1510601,1510601,0,0
1510618,1510618,0,0
1510619,1510619,0,0
1510626,1510626,0,0
1510627,1510627,0,0
1510639,1510639,0,0
1510687,1510687,0,0
1510703,1510703,0,0
1510717,1510717,0,0
1510736,1510736,0,0
1510737,1510737,0,0
1510813,1510813,0,0
1510862,1510862,0,0
1510887,1510887,0,0
1510888,1510888,0,0
1510889,1510889,0,0
1510890,1510890,0,0
1510891,1510891,0,0
1510898,1510898,0,0
1510913,1510913,0,0
1510939,1510939,0,0
1510939,42542349,1,1
1510958,1510958,0,0
1510968,1510968,0,0
1510970,1510970,0,0
1510996,1510996,0,0
1511017,1511017,0,0
1511018,1511018,0,0
1511079,1511079,0,0
1511151,1511151,0,0
1511152,1511152,0,0
1511161,1511161,0,0
1511221,1511221,0,0
1511245,1511245,0,0
1511249,1511249,0,0
1511250,1511250,0,0
1511250,35804165,1,1
1511251,1511251,0,0
1511311,1511311,0,0
1511312,1511312,0,0
1511313,1511313,0,0
1511314,1511314,0,0
1511315,1511315,0,0
1511322,1511322,0,0
1511324,1511324,0,0
1511345,1511345,0,0
1511346,1511346,0,0
1511347,1511347,0,0
1511348,1511348,0,0
1511349,1511349,0,0
1511350,1511350,0,0
1511351,1511351,0,0
1511352,1511352,0,0
1511353,1511353,0,0
1511354,1511354,0,0
1511449,1511449,0,0
1511449,35805919,1,1
1511449,35805917,1,1
1511449,35804364,1,1
1511646,1511646,0,0
1511646,35806067,1,1
1511646,35806264,1,1
1511646,35806286,1,1
1511646,35803596,1,1
1511646,35806271,1,1
1511646,35806059,1,1
1511646,35806053,1,1
1511646,35806273,1,1
1511646,35806269,1,1
1511646,35806056,1,1
1511856,1511856,0,0
1512446,1512446,0,0
1512480,1512480,0,0
1512480,35806264,1,1
1512480,35806269,1,1
1512674,1512674,0,0
1513103,1513103,0,0
1513843,1513843,0,0
1513849,1513849,0,0
1513876,1513876,0,0
1514412,1514412,0,0
1515249,1515249,0,0
1515417,1515417,0,0
1515774,1515774,0,0
1516766,1516766,0,0
1516800,1516800,0,0
1516976,1516976,0,0
1517070,1517070,0,0
1517740,1517740,0,0
1517824,1517824,0,0
1517998,1517998,0,0
1518148,1518148,0,0
1518198,1518198,0,0
1518254,1518254,0,0
1518254,35806266,1,1
1518254,35806080,1,1
1518254,35804163,1,1
1518254,35804819,1,1
1518254,35806077,1,1
1518254,35804091,1,1
1518254,35805916,1,1
1518254,35806269,1,1
1518254,35805913,1,1
1518254,35804566,1,1
1518254,35806054,1,1
1518254,35806096,1,1
1518254,35803703,1,1
1518254,35806265,1,1
1518254,35804074,1,1
1518254,35805121,1,1
1518254,35806264,1,1
1518254,35804559,1,1
1518254,35806355,1,1
1518254,35806653,1,1
1518254,35806363,1,1
1518254,35805339,1,1
1518254,35804049,1,1
1518254,35804054,1,1
1518254,35805639,1,1
1518254,35804063,1,1
1518254,35806635,1,1
1518254,35805366,1,1
1518254,35805245,1,1
1518254,35806325,1,1
1518254,35803582,1,1
1518254,35806640,1,1
1518254,35806298,1,1
1518254,35805334,1,1
1518254,35806282,1,1
1518254,35101473,1,1
1518254,35806125,1,1
1518254,35804060,1,1
1518254,35805104,1,1
1518254,35804158,1,1
1518254,35804065,1,1
1518254,35803576,1,1
1518254,35805057,1,1
1518254,35803621,1,1
1518254,35804798,1,1
1518254,35805346,1,1
1518254,35803549,1,1
1518254,35806334,1,1
1518254,35806338,1,1
1518254,35806400,1,1
1518254,35806263,1,1
1518254,35806284,1,1
1518254,35804763,1,1
1518254,35806319,1,1
1518254,35102016,1,1
1518254,35806864,1,1
1518254,35806079,1,1
1518254,35805062,1,1
1518254,35806281,1,1
1518254,35805831,1,1
1518254,35806280,1,1
1518254,35803692,1,1
1518254,35806299,1,1
1518254,35806261,1,1
1518254,35100304,1,1
1518254,35806296,1,1
1518254,35804219,1,1
1518254,35803693,1,1
1518254,35806316,1,1
1518254,35802849,1,1
1518254,35806259,1,1
1518254,35803571,1,1
1518254,35806089,1,1
1518254,35101984,1,1
1518254,35803572,1,1
1518254,35804178,1,1
1518254,35804537,1,1
1518254,35803548,1,1
1518254,35804168,1,1
1518254,35804073,1,1
1518254,35806314,1,1
1518254,35806356,1,1
1518254,35806062,1,1
1518254,35803690,1,1
1518254,35804056,1,1
1518254,35806855,1,1
1518254,35806410,1,1
1518254,35804058,1,1
1518254,35805830,1,1
1518254,35806283,1,1
1518254,35804388,1,1
1518254,35805352,1,1
1518254,35803704,1,1
1518254,35804041,1,1
1518254,35806302,1,1
1518254,35806268,1,1
1518254,35805467,1,1
1518254,35804162,1,1
1518254,35804560,1,1
1518254,35806838,1,1
1518254,35806289,1,1
1518254,35806057,1,1
1518254,35804009,1,1
1518254,35805832,1,1
1518254,35804076,1,1
1518254,35803532,1,1
1518254,35804166,1,1
1518254,35805052,1,1
1518254,35806260,1,1
1518254,35806322,1,1
1518254,35804072,1,1
1518254,42542407,1,1
1518254,35806270,1,1
1518254,35806300,1,1
1518254,35805328,1,1
1518254,35805329,1,1
1518254,35805469,1,1
1518254,35806061,1,1
1518254,35806854,1,1
1518254,35805342,1,1
1518254,35804088,1,1
1518254,35805659,1,1
1518254,35102022,1,1
1518254,35101978,1,1
1518254,35805059,1,1
1518254,35803498,1,1
1518254,35804389,1,1
1518254,35806312,1,1
1518254,35806310,1,1
1518254,35806053,1,1
1518254,35803575,1,1
1518254,35806305,1,1
1518254,35101150,1,1
1518254,35807024,1,1
1518254,35804148,1,1
1518254,35805782,1,1
1518254,35806278,1,1
1518254,35806051,1,1
1518254,35805350,1,1
1518254,35805364,1,1
1518254,35806055,1,1
1518254,35806066,1,1
1518254,35804373,1,1
1518254,35803429,1,1
1518254,35806311,1,1
1518254,35806172,1,1
1518254,35804047,1,1
1518254,35806326,1,1
1518254,35803676,1,1
1518254,35805072,1,1
1518254,35806329,1,1
1518254,35805641,1,1
1518254,35806088,1,1
1518254,35806324,1,1
1518254,35804527,1,1
1518254,35806175,1,1
1518254,35807168,1,1
1518254,35803574,1,1
1518254,35804761,1,1
1518254,35805058,1,1
1518254,35805911,1,1
1518254,35806309,1,1
1518254,35806067,1,1
1518254,35806340,1,1
1518254,35805084,1,1
1518254,35805833,1,1
1518254,35806059,1,1
1518254,35806332,1,1
1518254,35804095,1,1
1518254,35804220,1,1
1518254,35803566,1,1
1518254,42542299,1,1
1518254,35805248,1,1
1518254,35806315,1,1
1518254,35101481,1,1
1518254,35806304,1,1
1518254,35806267,1,1
1518254,35804144,1,1
1518254,35807167,1,1
1518254,35101979,1,1
1518254,35806327,1,1
1518254,35805341,1,1
1518254,35806625,1,1
1518254,35806092,1,1
1518254,35804151,1,1
1518254,35806303,1,1
1518254,35805780,1,1
1518254,35806293,1,1
1518254,35806948,1,1
1518254,35806295,1,1
1518254,35804050,1,1
1518254,35806173,1,1
1518254,35804424,1,1
1518254,35806333,1,1
1518254,35805771,1,1
1518254,35806297,1,1
1518254,35806306,1,1
1518254,35805338,1,1
1518254,35804425,1,1
1518254,35803577,1,1
1518254,35102032,1,1
1518254,35805369,1,1
1518254,35806294,1,1
1518254,35805365,1,1
1518254,35804051,1,1
1518254,35804421,1,1
1518254,35806065,1,1
1518254,35806063,1,1
1518254,35806091,1,1
1518254,35803546,1,1
1518254,35805468,1,1
1518254,35806321,1,1
1518254,35806490,1,1
1518254,35805123,1,1
1518254,35805648,1,1
1518254,35805054,1,1
1518254,35101612,1,1
1518254,35806277,1,1
1518254,35805463,1,1
1518254,35806858,1,1
1518254,35806328,1,1
1518254,35804379,1,1
1518254,35806313,1,1
1518254,35806348,1,1
1518254,35805773,1,1
1518254,35805103,1,1
1519936,1519936,0,0
1520218,1520218,0,0
1521369,1521369,0,0
1521592,1521592,0,0
1521987,1521987,0,0
1522957,1522957,0,0
1522957,35806383,1,1
1522957,35806386,1,1
1522957,35807047,1,1
1522957,35806385,1,1
1522957,35806384,1,1
1522957,35806379,1,1
1523280,1523280,0,0
1524674,1524674,0,0
1524674,35806054,1,1
1524674,35806059,1,1
1524674,35806053,1,1
1524674,35806301,1,1
1524674,35806269,1,1
1524674,35806264,1,1
1524674,35806067,1,1
1524674,35102015,1,1
1524674,35806271,1,1
1524674,35806289,1,1
1524674,35806267,1,1
1524769,1524769,0,0
1525215,1525215,0,0
1525278,1525278,0,0
1525741,1525741,0,0
1525746,1525746,0,0
1525866,1525866,0,0
1525866,35806856,1,1
1525866,35804356,1,1
1526475,1526475,0,0
1529331,1529331,0,0
1530014,1530014,0,0
1531601,1531601,0,0
1536743,1536743,0,0
1537655,1537655,0,0
1539403,1539403,0,0
1539954,1539954,0,0
1541079,1541079,0,0
1542948,1542948,0,0
1543112,1543112,0,0
1543229,1543229,0,0
1544838,1544838,0,0
1545958,1545958,0,0
1547504,1547504,0,0
1548111,1548111,0,0
1548195,35804357,1,1
1548195,1548195,0,0
1549080,1549080,0,0
1549254,1549254,0,0
1549686,1549686,0,0
1549786,1549786,0,0
1550023,1550023,0,0
1550557,35804323,1,1
1550557,35102020,1,1
1550557,35804594,1,1
1550557,35805106,1,1
1550557,35102031,1,1
1550557,35803548,1,1
1550557,35803620,1,1
1550557,35805985,1,1
1550557,35102012,1,1
1550557,35805636,1,1
1550557,35102014,1,1
1550557,35102023,1,1
1550557,35805845,1,1
1550557,35805039,1,1
1550557,35805466,1,1
1550557,35806837,1,1
1550557,35803431,1,1
1550557,35805811,1,1
1550557,35804087,1,1
1550557,35102021,1,1
1550557,35100884,1,1
1550557,35102024,1,1
1550557,35102029,1,1
1550557,35805827,1,1
1550557,35102015,1,1
1550557,35803528,1,1
1550557,35803428,1,1
1550557,35805114,1,1
1550557,35803736,1,1
1550557,35102026,1,1
1550557,35804353,1,1
1550557,35806336,1,1
1550557,35804366,1,1
1550557,35805041,1,1
1550557,35805117,1,1
1550557,35804371,1,1
1550557,35804588,1,1
1550557,1550557,0,0
1550557,35806093,1,1
1550557,35804071,1,1
1550557,35804585,1,1
1550557,35804426,1,1
1550557,35803566,1,1
1550557,35804592,1,1
1550557,35804051,1,1
1550557,35102022,1,1
1550557,35805823,1,1
1550557,35804583,1,1
1550557,35805108,1,1
1550557,35804092,1,1
1550557,35102025,1,1
1550557,35803733,1,1
1550557,35102027,1,1
1550557,35804290,1,1
1550557,35803739,1,1
1550557,35102028,1,1
1550557,35804622,1,1
1550557,35805782,1,1
1550557,35804070,1,1
1550557,35805835,1,1
1550557,35806974,1,1
1550557,35806287,1,1
1550557,35805816,1,1
1550557,35803529,1,1
1550557,42542384,1,1
1550557,35805640,1,1
1550557,35102017,1,1
1551099,1551099,0,0
1551099,35805032,1,1
1551099,35805095,1,1
1551099,35805734,1,1
1551099,35805116,1,1
1551099,35805815,1,1
1551099,35805085,1,1
1551099,35806837,1,1
1551099,35805735,1,1
1551099,35806282,1,1
1551099,35803536,1,1
1551099,35805102,1,1
1551099,35805654,1,1
1551099,35805982,1,1
1551099,35805858,1,1
1551099,35806299,1,1
1551099,35806285,1,1
1551099,35806665,1,1
1551099,35101351,1,1
1551099,35806290,1,1
1551099,35805856,1,1
1551099,35804081,1,1
1551099,35806858,1,1
1551099,35804048,1,1
1551099,35805042,1,1
1551099,35805097,1,1
1551099,35804621,1,1
1551099,35806274,1,1
1551099,35805853,1,1
1551099,35804043,1,1
1551099,35803696,1,1
1551099,35101987,1,1
1551099,35805984,1,1
1551099,35806279,1,1
1551099,35805649,1,1
1551099,35805081,1,1
1551099,35803432,1,1
1551099,35804046,1,1
1551099,35806083,1,1
1551099,35806300,1,1
1551099,35804040,1,1
1551099,35806640,1,1
1551099,35805754,1,1
1551099,35805115,1,1
1551099,35806286,1,1
1551099,35805662,1,1
1551099,35803430,1,1
1551099,35805822,1,1
1551099,35805105,1,1
1551099,35805630,1,1
1551099,35806080,1,1
1551099,35805101,1,1
1551099,35805733,1,1
1551099,35805825,1,1
1551099,35804094,1,1
1551099,35806085,1,1
1551099,35804097,1,1
1551099,35803737,1,1
1551099,35805322,1,1
1551099,35805803,1,1
1551099,35805031,1,1
1551099,35806346,1,1
1551099,35806297,1,1
1551099,35804034,1,1
1551099,35804623,1,1
1551099,35804379,1,1
1551099,35805854,1,1
1551099,35805849,1,1
1551099,42542373,1,1
1551099,35804609,1,1
1551099,35804522,1,1
1551099,35805088,1,1
1551099,35805844,1,1
1551099,35806859,1,1
1551099,35805109,1,1
1551099,35805050,1,1
1551099,35805836,1,1
1551099,35806098,1,1
1551099,35805852,1,1
1551099,35804090,1,1
1551099,35806358,1,1
1551099,35806352,1,1
1551099,35803465,1,1
1551099,35805753,1,1
1551099,42542371,1,1
1551099,35806258,1,1
1551099,35806331,1,1
1551099,35806344,1,1
1551099,35805808,1,1
1551099,35102013,1,1
1551099,35805824,1,1
1551099,35806664,1,1
1551099,35805028,1,1
1551099,35805818,1,1
1551099,35805111,1,1
1551099,35803541,1,1
1551099,35804083,1,1
1551099,35803549,1,1
1551099,35805814,1,1
1551099,35802851,1,1
1551099,35803681,1,1
1551099,35804325,1,1
1551099,35804329,1,1
1551099,35804069,1,1
1551099,35805655,1,1
1551099,35804035,1,1
1551099,35803469,1,1
1551099,35805756,1,1
1551099,35804037,1,1
1551099,35804032,1,1
1551099,35804093,1,1
1551099,35806345,1,1
1551099,42542349,1,1
1551099,42542385,1,1
1551099,35804397,1,1
1551099,35805820,1,1
1551099,35805099,1,1
1551099,35100617,1,1
1551099,35803429,1,1
1551099,35806637,1,1
1551099,35804369,1,1
1551099,35806291,1,1
1551099,35805113,1,1
1551099,35805995,1,1
1551099,35805817,1,1
1551099,35806855,1,1
1551099,35804089,1,1
1551099,35804086,1,1
1551099,35804335,1,1
1551099,35805651,1,1
1551099,35805060,1,1
1551099,35804406,1,1
1551099,35804376,1,1
1551099,35805045,1,1
1551099,35805812,1,1
1551099,35805093,1,1
1551099,35806298,1,1
1551099,35805755,1,1
1551099,35805044,1,1
1551099,35804378,1,1
1551099,35803593,1,1
1551099,35805094,1,1
