ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
35807216,35805066,2,2
35807216,35102028,2,2
35807216,35197850,1,1
35807216,35806267,2,2
35807216,35803999,2,2
35807216,35806379,2,2
35807216,35804355,2,2
35807216,35804245,2,2
35807216,35805916,2,2
35807216,35804620,2,2
35807216,35806330,2,2
35807216,35804045,2,2
35807216,35806476,2,2
35807216,35102010,2,2
35807216,35806294,2,2
35807216,35804070,2,2
35807216,35101507,2,2
35807216,35806860,2,2
35807216,35804435,2,2
35807216,35805636,2,2
35807216,35806324,2,2
35807216,35806910,2,2
35807216,35804370,2,2
35807216,35805055,2,2
35807216,35803428,2,2
35807216,35101520,2,2
35807216,35804095,2,2
35807216,35804365,2,2
35807216,35804062,2,2
35807216,35806083,2,2
35807216,35806279,2,2
35807216,35806096,2,2
35807216,35805733,2,2
35807216,35804351,2,2
35807216,35101482,2,2
35807216,35804261,2,2
35807216,35805343,2,2
35807216,35805115,2,2
35807216,35804073,2,2
35807216,35805679,2,2
35807216,35805814,2,2
35807216,35806065,2,2
35807216,35804044,2,2
35807216,35806318,2,2
35807216,35803548,2,2
35807216,35804366,2,2
35807216,35805034,2,2
35807216,42542399,2,2
35807216,35804312,2,2
35807216,35804256,2,2
35807216,35803615,2,2
35807216,35803580,2,2
35807216,35806335,2,2
35807216,35804033,2,2
35807216,35803479,2,2
35807216,35805049,2,2
35807216,35806974,2,2
35807216,35102025,2,2
35807216,35805075,2,2
35807216,35804385,2,2
35807216,35806119,2,2
35807216,35806404,2,2
35807216,35805639,2,2
35807216,35804263,2,2
35807216,35805329,2,2
35807216,35803671,2,2
35807216,35806952,2,2
35807216,35804777,2,2
35807216,35806437,2,2
35807216,42542375,2,2
35807216,35806339,2,2
35807216,35806902,2,2
35807216,35803736,2,2
35807216,35805110,2,2
35807216,35806280,2,2
35807216,35805028,2,2
35807216,35804622,2,2
35807216,35102027,2,2
35807216,35805037,2,2
35807216,35804060,2,2
35807216,35804250,2,2
35807216,35805031,2,2
35807216,35805362,2,2
35807216,35102007,2,2
35807216,35805086,2,2
35807216,35806482,2,2
35807216,35803431,2,2
35807216,35804216,2,2
35807216,35804574,2,2
35807216,35804328,2,2
35807216,35803610,2,2
35807216,42542356,2,2
35807216,35102023,2,2
35807216,35804154,2,2
35807216,35806588,2,2
35807216,42542361,2,2
35807216,35804381,2,2
35807216,35806062,2,2
35807216,35806416,2,2
35807216,35803678,2,2
35807216,35806314,2,2
35807216,35804585,2,2
35807216,35805072,2,2
35807216,35804340,2,2
35807216,35804206,2,2
35807216,35806099,2,2
35807216,35805087,2,2
35807216,35805091,2,2
35807216,35804382,2,2
35807216,35804204,2,2
35807216,35803689,2,2
35807216,35806408,2,2
35807216,35804219,2,2
35807216,35803619,2,2
35807216,35806841,2,2
35807216,35806321,2,2
35807216,35806287,2,2
35807216,35805331,2,2
35807216,35804166,2,2
35807216,35804327,2,2
35807216,35804540,2,2
35807216,35804151,2,2
35807216,35806577,2,2
35807216,35805630,2,2
35807216,35805681,2,2
35807216,35804298,2,2
35807216,35806284,2,2
35807216,35805084,2,2
35807216,35807499,1,1
35807216,35804038,2,2
35807216,35804424,2,2
35807216,35806266,2,2
35807216,35101979,2,2
35807216,46276411,2,3
35807216,35803593,2,2
35807216,35805640,2,2
35807216,35806414,2,2
35807216,35101611,2,2
35807216,35806118,2,2
35807216,35804599,2,2
35807216,35805840,2,2
35807216,35804227,2,2
35807216,35803998,2,2
35807216,35804593,2,2
35807216,35102015,2,2
35807216,35806305,2,2
35807216,35804596,2,2
35807216,35804336,2,2
35807216,35804352,2,2
35807216,35805845,2,2
35807216,35806664,2,2
35807216,35804311,2,2
35807216,35805339,2,2
35807216,35803688,2,2
35807216,35804088,2,2
35807216,35805985,2,2
35807216,35804013,2,2
35807216,35804043,2,2
35807216,35806979,2,2
35807216,35804776,2,2
35807216,35803677,2,2
35807216,35804589,2,2
35807216,35806051,2,2
35807216,42542365,2,2
35807216,35806422,2,2
35807216,35804037,2,2
35807216,35803582,2,2
35807216,35806407,2,2
35807216,35804211,2,2
35807216,35805043,2,2
35807216,35805819,2,2
35807216,35806325,2,2
35807216,35805812,2,2
35807216,35805041,2,2
35807216,35803620,2,2
35807216,35804406,2,2
35807216,35804770,2,2
35807216,35806124,2,2
35807216,35804591,2,2
35807216,35805657,2,2
35807216,35806285,2,2
35807216,35806415,2,2
35807216,35806129,2,2
35807216,35805646,2,2
35807216,35804324,2,2
35807216,35807171,2,2
35807216,42542373,2,4
35807216,35803613,2,2
35807216,35804040,2,2
35807216,35804078,2,2
35807216,42542273,2,2
35807216,35806333,2,2
35807216,35806135,2,2
35807216,35806078,2,2
35807216,35804266,2,2
35807216,35805045,2,2
35807216,35804201,2,2
35807216,35805095,2,2
35807216,35806411,2,2
35807216,35805079,2,2
35807216,35806960,2,2
35807216,35805101,2,2
35807216,35804004,2,2
35807216,35804577,2,2
35807216,35806077,2,2
35807216,35803485,2,2
35807216,35806956,2,2
35807216,35806263,2,2
35807216,35804331,2,2
35807216,35803566,2,2
35807216,35805098,2,2
35807216,35804429,2,2
35807216,35805633,2,2
35807216,35804063,2,2
35807216,35805065,2,2
35807216,35102031,2,2
35807216,35807169,2,2
35807216,42542366,2,2
35807216,35806890,2,2
35807216,35805447,2,2
35807216,35806289,2,2
35807216,35803443,2,2
35807216,35804257,2,2
35807216,35806939,2,2
35807216,35804163,2,2
35807216,35804772,2,2
35807216,35803591,2,2
35807216,35806401,2,2
35807216,35101649,2,2
35807216,35102032,2,2
35807216,35806300,2,2
35807216,35803567,2,2
35807216,35804422,2,2
35807216,35806085,2,2
35807216,35805114,2,2
35807216,35805108,2,2
35807216,35805651,2,2
35807216,35102013,2,4
35807216,42542348,2,2
35807216,35806409,2,2
35807216,35804420,2,2
35807216,35804032,2,2
35807216,35805335,2,2
35807216,35806665,2,2
35807216,35806260,2,2
35807216,35804607,2,2
35807216,35803627,2,2
35807216,35102021,2,2
35807216,35805811,2,2
35807216,35804378,2,2
35807216,35804207,2,2
35807216,35805036,2,2
35807216,35805458,2,2
35807216,35804520,2,2
35807216,35805808,2,2
35807216,35805088,2,2
35807216,35804329,2,2
35807216,35805833,2,2
35807216,35804066,2,2
35807216,35803632,2,2
35807216,35804786,2,2
35807216,35805059,2,2
35807216,35804587,2,2
35807216,35806310,2,2
35807216,35806978,2,2
35807216,35805048,2,2
35807216,35803612,2,2
35807216,35804268,2,2
35807216,35805081,2,2
35807216,35807024,2,2
35807216,35804158,2,2
35807216,42542350,2,2
35807216,35804321,2,2
35807216,35806095,2,2
35807216,35806098,2,2
35807216,35804335,2,2
35807216,35806336,2,2
35807216,35805652,2,2
35807216,35805844,2,2
35807216,35804041,2,2
35807216,35806377,2,2
35807216,35805757,2,2
35807216,35803699,2,2
35807216,35805096,2,2
35807216,35806410,2,2
35807216,35804061,2,2
35807216,35804215,2,2
35807216,35806283,2,2
35807216,35806342,2,2
35807216,35803997,2,2
35807216,35806290,2,2
35807216,35806638,2,2
35807216,35804054,2,2
35807216,35805060,2,2
35807216,35806086,2,2
35807216,35803505,2,2
35807216,35806122,2,2
35807216,35804595,2,2
35807217,35807217,0,0
35807217,45775540,1,1
35807217,35807048,2,2
35807217,35803632,2,3
35807217,35805030,2,3
35807217,19132890,1,1
35807217,44816340,1,1
35807217,19068830,1,1
35807217,35804016,2,3
35807217,1338558,1,1
35807217,35805051,2,3
35807217,35806868,2,2
35807217,35805071,2,3
35807217,35807391,1,1
35807217,35807431,1,1
35807217,35803625,2,3
35807217,35805644,2,3
35807217,19068894,1,1
35807217,35806863,2,2
35807217,35806477,2,2
35807217,35806383,2,2
35807219,1717704,0,0
35807219,1704183,0,0
35807219,1703603,0,0
35807219,1703063,0,0
35807219,1703687,0,0
35807219,35804073,2,2
35807219,35806279,2,2
35807219,35806051,2,2
35807219,35805075,2,2
35807219,35805051,2,2
35807219,35804074,2,2
35807219,35803592,2,2
35807219,35804607,2,2
35807219,35806096,2,2
35807219,35806280,2,2
35807219,35806333,2,2
35807219,35805757,2,2
35807219,35806086,2,2
35807219,35102032,2,2
35807219,35804388,2,2
35807219,35803595,2,2
35807219,35806264,2,2
35807219,35806284,2,2
35807219,35805047,2,2
35807219,35804589,2,2
35807219,35803541,2,2
35807219,35805045,2,2
35807219,35804520,2,2
35807219,35804595,2,2
35807219,35806135,2,2
35807219,35803620,2,2
35807219,35806290,2,2
35807219,35804049,2,2
35807219,35806260,2,2
35807219,35804016,2,2
35807219,35804587,2,2
35807219,35804609,2,2
35807219,35804593,2,2
35807219,35803994,2,2
35807219,35803498,2,2
35807219,35806318,2,2
35807219,35804570,2,2
35807219,1710612,0,0
35807219,35807219,0,0
35807219,35803738,2,2
35807219,35806272,2,2
35807219,35804571,2,2
35807219,35803546,2,2
35807219,35806059,2,2
35807219,35806269,2,2
35807219,35804098,2,2
35807219,35804608,2,2
35807219,35805469,2,2
35807219,35803733,2,2
35807219,35806053,2,2
35807219,35806329,2,2
35807219,35806061,2,2
35807219,35803734,2,2
35807219,35803737,2,2
35807219,35804051,2,2
35807219,35805642,2,2
35807219,35804598,2,2
35807219,35804003,2,2
35807219,35804418,2,2
35807219,35803616,2,2
35807219,35806261,2,2
35807219,35806093,2,2
35807219,35806277,2,2
35807219,35803621,2,2
35807219,35806317,2,2
35807219,35806332,2,2
35807219,35806054,2,2
35807219,35804072,2,2
35807219,35806268,2,2
35807219,35803455,2,2
35807219,35806259,2,2
35807219,35807167,2,2
35807219,35804576,2,2
35807219,35806258,2,2
35807219,35806303,2,2
35807219,35805756,2,2
35807220,35805356,2,2
35807220,42874135,0,0
35807220,19136750,0,0
35807220,19025348,0,0
35807220,35804156,2,2
35807220,19054825,0,0
35807220,35805655,2,2
35807220,1350504,0,0
35807220,40175460,0,0
35807220,1309188,0,0
35807220,35806295,2,2
35807220,35805717,2,2
35807220,35803434,2,2
35807220,35806411,2,2
35807220,35806409,2,2
35807220,35806292,2,2
35807220,35806639,2,2
35807220,35805752,2,2
35807220,35806910,2,2
35807220,35806859,2,2
35807220,35805809,2,2
35807220,35804408,2,2
35807220,35803546,2,2
35807220,35805827,2,2
35807220,35805452,2,2
35807220,35805120,2,2
35807220,35805351,2,2
35807220,35805858,2,2
35807220,35804545,2,2
35807220,35805063,2,2
35807220,35804773,2,2
35807220,35805861,2,2
35807220,35806145,2,2
35807220,35804806,2,2
35807220,35804638,2,2
35807220,35806269,2,2
35807220,35806060,2,2
35807220,42542426,2,2
35807220,35804778,2,2
35807220,35805092,2,2
35807220,35805808,2,2
35807220,35807171,2,2
35807220,35805679,2,2
35807220,35807168,2,2
35807220,35804575,2,2
35807220,35806291,2,2
35807220,35806112,2,2
35807220,35806664,2,2
35807220,35803472,2,2
35807220,35803581,2,2
35807220,35803494,2,2
35807220,35805086,2,2
35807220,35804372,2,2
35807220,35803442,2,2
35807220,35805859,2,2
35807220,35806282,2,2
35807220,35804423,2,2
35807220,35806285,2,2
35807220,35803570,2,2
35807220,42542352,2,2
35807220,35806646,2,2
35807220,35805038,2,2
35807220,35803673,2,2
35807220,35804431,2,2
35807220,35804559,2,2
35807220,42542360,2,2
35807220,35804151,2,2
35807220,35807046,2,2
35807220,35804774,2,2
35807220,42542364,2,2
35807220,35804088,2,2
35807220,35804593,2,2
35807220,35806125,2,2
35807220,35804416,2,2
35807220,35804576,2,2
35807220,35806056,2,2
35807220,35804522,2,2
35807220,35804382,2,2
35807220,35806653,2,2
35807220,35806941,2,2
35807220,35804763,2,2
35807220,35806856,2,2
35807220,35806904,2,2
35807220,35804796,2,2
35807220,35803632,2,2
35807220,35805366,2,2
35807220,35805033,2,2
35807220,35805712,2,2
35807220,35804327,2,2
35807220,35805451,2,2
35807220,35805834,2,2
35807220,35803429,2,2
35807220,35803526,2,2
35807220,35101451,2,2
35807220,35804307,2,2
35807220,35804234,2,2
35807220,35806471,2,2
35807220,35804152,2,2
35807220,35806579,2,2
35807220,35805057,2,2
35807220,35804255,2,2
35807220,35804430,2,2
35807220,35101467,2,2
35807220,35803568,2,2
35807220,35804073,2,2
35807220,35804041,2,2
35807220,35807044,2,2
35807220,35804254,2,2
35807220,35805365,2,2
35807220,35804260,2,2
35807220,35804313,2,2
35807220,35102014,2,2
35807220,35803610,2,2
35807220,35805048,2,2
35807220,35804793,2,2
35807220,35805230,2,2
35807220,35807019,2,2
35807220,35806303,2,2
35807220,35803703,2,2
35807220,35805111,2,2
35807220,35806587,2,2
35807220,35805056,2,2
35807220,35804792,2,2
35807220,35806347,2,2
35807220,35806346,2,2
35807220,35805088,2,2
35807220,35806476,2,2
35807220,35804588,2,2
35807220,35806074,2,2
35807220,35805245,2,2
35807220,35803697,2,2
35807220,35803539,2,2
35807220,35807016,2,2
35807220,35804155,2,2
35807220,35804178,2,2
35807220,35805688,2,2
35807220,35806592,2,2
35807220,35805837,2,2
35807220,35806965,2,2
35807220,35805071,2,2
35807220,35806419,2,2
35807220,35805826,2,2
35807220,35803470,2,2
35807220,35803676,2,2
35807220,35806972,2,2
35807220,35803525,2,2
35807220,35804616,2,2
35807220,35805659,2,2
35807220,35804805,2,2
35807220,35805097,2,2
35807220,35806894,2,2
35807220,35804823,2,2
35807220,35805811,2,2
35807220,35805095,2,2
35807220,35803575,2,2
35807220,35803510,2,2
35807220,35805102,2,2
35807220,35804206,2,2
35807220,40022178,2,3
35807220,35806472,2,2
35807220,35803691,2,2
35807220,35804587,2,2
35807220,35805467,2,2
35807220,35803629,2,2
35807220,35805649,2,2
35807220,35806665,2,2
35807220,35803461,2,2
35807220,35806483,2,2
35807220,35804379,2,2
35807220,35805463,2,2
35807220,35805342,2,2
35807220,35803572,2,2
35807220,35805032,2,2
35807220,35804044,2,2
35807220,35804002,2,2
35807220,35804235,2,2
35807220,35803485,2,2
35807220,35803501,2,2
35807220,35804089,2,2
35807220,35804050,2,2
35807220,35806300,2,2
35807220,35805074,2,2
35807220,35804807,2,2
35807220,35803580,2,2
35807220,35804220,2,2
35807220,35804532,2,2
35807220,35804539,2,2
35807220,35102007,2,2
35807220,35804544,2,2
35807220,35804212,2,2
35807220,35805753,2,2
35807220,35803536,2,2
35807220,35101933,2,2
35807220,35806948,2,2
35807220,35803548,2,2
35807220,35803451,2,2
35807220,35806858,2,2
35807220,35805052,2,2
35807220,35803553,2,2
35807220,35803621,2,2
35807220,35805109,2,2
35807220,35102013,2,2
35807220,35806059,2,2
35807220,35804433,2,2
35807220,35805836,2,2
35807220,35806281,2,2
35807220,35804146,2,2
35807220,35805833,2,2
35807220,35804804,2,2
35807220,35804071,2,2
35807220,35805122,2,2
35807220,35804351,2,2
35807220,35803532,2,2
35807220,35102004,2,2
35807220,35805768,2,2
35807220,35804369,2,2
35807220,35804530,2,2
35807220,35806080,2,2
35807220,35804140,2,2
35807220,35806496,2,2
35807220,35806093,2,2
35807220,35804005,2,2
35807220,35806473,2,2
35807220,35803463,2,2
35807220,35804048,2,2
35807220,35804757,2,2
35807220,35805662,2,2
35807220,35806470,2,2
35807220,35802851,2,2
35807220,35804009,2,2
35807220,35806951,2,2
35807220,35804354,2,2
35807220,35804761,2,2
35807220,35805756,2,2
35807220,35102012,2,2
35807220,35806956,2,2
35807220,35803577,2,2
35807220,35806279,2,2
35807220,35803563,2,2
35807220,35806342,2,2
35807220,35806172,2,2
35807220,35804086,2,2
35807220,35807092,2,2
35807220,35805636,2,2
35807220,35803509,2,2
35807220,42542356,2,2
35807220,35804043,2,2
35807220,35804781,2,2
35807220,35804329,2,2
35807220,35806111,2,2
35807220,35806316,2,2
35807220,35804557,2,2
35807220,35803616,2,2
35807220,35101640,2,2
35807220,35806308,2,2
35807220,35803455,2,2
35807220,35806434,2,2
35807220,35806399,2,2
35807220,35805825,2,2
35807220,35805821,2,2
35807220,35805770,2,2
35807220,35806088,2,2
35807220,35805041,2,2
35807220,35805682,2,2
35807220,35805349,2,2
35807220,35803997,2,2
35807220,35805101,2,2
35807220,35102016,2,2
35807220,35806439,2,2
35807220,35804426,2,2
35807220,35803476,2,2
35807220,35804036,2,2
35807220,35804232,2,2
35807220,35804345,2,2
35807220,35806115,2,2
35807220,35804238,2,2
35807220,35806969,2,2
35807220,35804780,2,2
35807220,35806398,2,2
35807220,35806895,2,2
35807220,35806492,2,2
35807220,35804371,2,2
35807220,35806412,2,2
35807220,42542351,2,2
35807220,42542359,2,2
35807220,35806403,2,2
35807220,35805121,2,2
35807220,35806433,2,2
35807220,35804768,2,2
35807220,35101644,2,2
35807220,35804325,2,2
35807220,35805345,2,2
35807220,35807027,2,2
35807220,35805028,2,2
35807220,35805842,2,2
35807220,35806173,2,2
35807220,35806588,2,2
35807220,35804398,2,2
35807220,35805775,2,2
35807220,35804216,2,2
35807220,35804425,2,2
35807220,35803490,2,2
35807220,35806343,2,2
35807220,35803460,2,2
35807220,35101150,2,2
35807220,35806468,2,2
35807220,35806312,2,2
35807220,35805852,2,2
35807220,35805653,2,2
35807220,1344905,0,0
35807220,1350066,0,0
35807220,1378382,0,0
35807220,1329241,0,0
35807220,1397599,0,0
35807220,19051649,0,0
35807220,19078187,0,0
35807220,35807220,0,0
35807220,35804571,2,2
35807220,35805838,2,2
35807220,35102030,2,2
35807220,35803556,2,2
35807220,35804633,2,2
35807220,42542396,2,2
35807220,35803693,2,2
35807220,35806958,2,2
35807220,35806968,2,2
35807220,35805104,2,2
35807220,35804808,2,2
35807220,35805116,2,2
35807220,35806337,2,2
35807220,35804537,2,2
35807220,35803527,2,2
35807220,35806663,2,2
35807220,35804208,2,2
35807220,35806402,2,2
35807220,35806175,2,2
35807220,35802849,2,2
35807220,42542355,2,2
35807220,35803453,2,2
35807220,35803512,2,2
35807220,35804533,2,2
35807220,35804236,2,2
35807220,35803488,2,2
35807220,35806350,2,2
35807220,42542345,2,2
35807220,35805641,2,2
35807220,35805332,2,2
35807220,35805058,2,2
35807220,35804157,2,2
35807220,35805089,2,2
35807220,35807089,2,2
35807220,35806057,2,2
35807220,35804264,2,2
35807220,35804323,2,2
35807220,35805818,2,2
35807220,35805113,2,2
35807220,35804798,2,2
35807220,35805050,2,2
35807220,35804819,2,2
35807220,35805125,2,2
35807220,35807018,2,2
35807220,35804563,2,2
35807220,35807526,2,2
35807220,35804087,2,2
35807220,35804200,2,2
35807220,35805835,2,2
35807220,35803478,2,2
35807220,35805803,2,2
35807220,35805642,2,2
35807220,42542377,2,2
35807220,35804342,2,2
35807220,35805654,2,2
35807220,35803696,2,2
35807220,35804568,2,2
35807220,42542416,2,2
35807220,35804239,2,2
35807220,35806962,2,2
35807220,35803522,2,2
35807220,35804218,2,2
35807220,35806113,2,2
35807220,35804621,2,2
35807220,35805069,2,2
35807220,35806596,2,2
35807220,35804237,2,2
35807220,35806142,2,2
35807220,42542294,2,2
35807220,35804007,2,2
35807220,35805363,2,2
35807220,35804339,2,2
35807220,35804565,2,2
35807220,42542368,2,2
35807220,35102024,2,2
35807220,35806259,2,2
35807220,35805077,2,2
35807220,35804302,2,2
35807220,35803446,2,2
35807220,35803626,2,2
35807220,35804199,2,2
35807220,35805064,2,2
35807220,35806261,2,2
35807220,35805754,2,2
35807220,35804014,2,2
35807220,35805860,2,2
35807220,35806344,2,2
35807220,35805337,2,2
35807220,35804567,2,2
35807220,35806432,2,2
35807220,35803449,2,2
35807220,35804615,2,2
35807220,35805042,2,2
35807220,35803594,2,2
35807220,35102026,2,2
35807220,35805656,2,2
35807220,35805680,2,2
35807220,42542300,2,2
35807220,35803448,2,2
35807220,35101986,2,2
35807220,35806174,2,2
35807220,35804566,2,2
35807220,35806954,2,2
35807220,35806396,2,2
35807220,35805850,2,2
35807220,35804395,2,2
35807220,35805248,2,2
35807220,35806354,2,2
35807220,35806466,2,2
35807220,35807017,2,2
35807220,35805832,2,2
35807220,35803700,2,2
35807220,35806475,2,2
35807220,35803705,2,2
35807220,35805099,2,2
35807220,35805751,2,2
35807220,35804224,2,2
35807220,35806489,2,2
35807220,35804376,2,2
35807220,35806304,2,2
35807220,35806055,2,2
35807220,35803672,2,2
35807220,35806406,2,2
35807220,35805774,2,2
35807220,35806427,2,2
35807220,35806493,2,2
35807220,35804252,2,2
35807220,35806950,2,2
35807220,35805449,2,2
35807220,35804299,2,2
35807220,35805446,2,2
35807220,35804072,2,2
35807220,35805638,2,2
35807220,35804334,2,2
35807220,35806092,2,2
35807220,35805854,2,2
35807220,35805082,2,2
35807220,35805776,2,2
35807220,42542362,2,2
35807220,35804330,2,2
35807220,35805643,2,2
35807220,35804318,2,2
35807220,35101452,2,2
35807220,35804397,2,2
35807220,35804349,2,2
35807220,35805246,2,2
35807220,35804226,2,2
35807220,35803692,2,2
35807220,35804767,2,2
35807220,35804592,2,2
35807220,35806418,2,2
35807220,35804779,2,2
35807220,35804153,2,2
35807220,35804055,2,2
35807220,35100617,2,2
35807220,35805103,2,2
35807220,35803440,2,2
35807220,35805039,2,2
35807220,35806940,2,2
35807220,35806296,2,2
35807220,35804248,2,2
35807220,35806054,2,2
35807220,35806329,2,2
35807220,35804619,2,2
35807220,35806946,2,2
35807220,35805634,2,2
35807220,35807029,2,2
35807220,35804347,2,2
35807220,35101612,2,2
35807220,35804771,2,2
35807220,35805684,2,2
35807220,35806957,2,2
35807220,35805457,2,2
35807220,35101481,2,2
35807220,35803447,2,2
35807220,35804375,2,2
35807220,35806307,2,2
35807220,35804407,2,2
35807220,35804541,2,2
35807220,35806949,2,2
35807220,35803441,2,2
35807220,35804315,2,2
35807220,35804383,2,2
35807220,35804210,2,2
35807220,35806258,2,2
35807220,35803520,2,2
35807220,35806327,2,2
35807220,35804320,2,2
35807220,35804758,2,2
35807220,35101987,2,2
35807220,35803473,3,4
35807220,35804561,2,2
35807220,35805817,2,2
35807220,35805350,2,2
35807220,35804012,2,2
35807220,42542347,2,2
35807220,35806272,2,2
35807220,35101988,2,2
35807220,35806362,2,2
35807220,35805027,2,2
35807220,35804213,2,2
35807220,35102002,2,2
35807220,35805784,2,2
35807220,35805117,2,2
35807220,35805126,2,2
35807220,35804377,2,2
35807220,35804309,2,2
35807220,35804337,2,2
35807220,35804415,2,2
35807220,35805644,2,2
35807220,35804148,2,2
35807220,35804417,2,2
35807220,35806351,2,2
35807220,35804362,2,2
35807220,35805448,2,2
35807220,35804797,2,2
35807220,35806944,2,2
35807220,35803454,2,2
35807220,35803529,2,2
35807220,35102020,2,2
35807220,42542444,2,2
35807220,35805107,2,2
35807220,35805855,2,2
35807220,35805124,2,2
35807220,35804203,2,2
35807220,35803576,2,2
35807220,35803625,2,2
35807220,35804412,2,2
35807220,35803562,2,2
35807220,35805346,2,2
35807220,35806061,2,2
35807220,35806488,2,2
35807220,35806903,2,2
35807220,35805824,2,2
35807220,35803524,2,2
35807220,35807023,2,2
35807220,35806430,2,2
35807220,35804373,2,2
35807220,35806332,2,2
35807220,35804405,2,2
35807220,35805689,2,2
35807220,35806627,2,2
35807220,35804818,2,2
35807220,35806273,2,2
35807220,35805112,2,2
35807220,35804418,2,2
35807220,35803611,2,2
35807220,35803573,2,2
35807220,35806495,2,2
35807220,35806637,2,2
35807220,35806306,2,2
35807220,35101978,2,2
35807220,35101949,2,2
35807220,35804046,2,2
35807220,35804637,2,2
35807220,19077215,3,4
35807220,35803439,2,2
35807220,35806397,2,2
35807220,35804419,2,2
35807220,35803698,2,2
35807220,35805371,2,2
35807220,42542346,2,2
35807220,35804135,2,2
35807220,35803458,2,2
35807220,35803544,2,2
35807220,35804308,2,2
35807220,35102017,2,2
35807220,35806953,2,2
35807220,35805336,2,2
35807220,35805773,2,2
35807220,35806945,2,2
35807220,35803484,2,2
35807220,42542392,2,2
35807220,35803528,2,2
35807220,35803690,2,2
35807220,35805804,2,2
35807220,35804051,2,2
35807220,35805816,2,2
35807220,35806641,2,2
35807220,35804769,2,2
35807220,35804077,2,2
35807220,35806435,2,2
35807220,42542376,2,2
35807220,35804214,2,2
35807220,42542297,2,2
35807220,35806126,2,2
35807220,35804247,2,2
35807220,35807022,2,2
35807220,35102022,2,2
35807220,35806595,2,2
35807220,35805106,2,2
35807220,35805093,2,2
35807220,35102008,2,2
35807220,35805070,2,2
35807220,35805105,2,2
35807220,35806277,2,2
35807220,35806299,2,2
35807220,35803506,2,2
35807220,35805364,2,2
35807220,35804543,2,2
35807220,35804802,2,2
35807220,35804230,2,2
35807220,35805062,2,2
35807220,35805068,2,2
35807220,35805054,2,2
35807220,35805094,2,2
35807220,35805119,2,2
35807220,35806590,2,2
35807220,35101984,2,2
35807220,35803574,2,2
35807220,35805044,2,2
35807220,35804225,2,2
35807220,35101643,2,2
35807220,35805348,2,2
35807220,35804144,2,2
35807220,35806275,2,2
35807220,35806959,2,2
35807220,35805359,2,2
35807220,35804542,2,2
35807220,35803452,2,2
35807220,35804246,2,2
35807220,35806635,2,2
35807220,35805465,2,2
35807220,35805061,2,2
35807220,42542353,2,2
35807220,35806345,2,2
35807220,35804003,2,2
35807220,19009165,0,0
35807220,955632,0,0
35807220,1310317,0,0
35807220,1311409,0,0
35807220,1314924,0,0
35807220,1336825,0,0
35807220,35806625,2,2
35807220,1355509,0,0
35807220,43525787,0,0
35807220,42542397,2,2
35807220,35805845,2,2
35807220,35806441,2,2
35807220,35806377,2,2
35807220,35805814,2,2
35807220,35806593,2,2
35807220,35804001,2,2
35807220,35804520,2,2
35807220,35805683,2,2
35807220,35804054,2,2
35807220,19051599,0,0
35807220,1311078,0,0
35807220,1315942,0,0
35807220,1333357,0,0
35807220,1367268,0,0
35807220,1378509,0,0
35807220,35804066,2,2
35807220,19137385,0,0
35807220,1301267,0,0
35807220,35806286,2,2
35807220,35806589,2,2
35807220,35805856,2,2
35807220,35102025,2,2
35807220,35806486,2,2
35807220,35804381,2,2
35807220,35803503,2,2
35807220,35803704,2,2
35807220,35806310,2,2
35807220,35806838,2,2
35807220,35804331,2,2
35807220,35804414,2,2
35807220,35804040,2,2
35807220,35102023,2,2
35807220,35102009,2,2
35807220,35803505,2,2
35807220,35806436,2,2
35807220,35806380,2,2
35807220,35804620,2,2
35807220,35806267,2,2
35807220,42542361,2,2
35807220,35806638,2,2
35807220,35806147,2,2
35807220,35803627,2,2
35807220,35805335,2,2
35807220,35805843,2,2
35807220,35804787,2,2
35807220,35804562,2,2
35807220,35804540,2,2
35807220,35803436,2,2
35807220,35102027,2,2
35807220,35803498,2,2
35807220,35804032,2,2
35807220,35803542,2,2
35807220,35102015,2,2
35807220,35805118,2,2
35807220,35806405,2,2
35807220,35803994,2,2
35807220,35804057,2,2
35807220,35805780,2,2
35807220,35102028,2,2
35807220,35806422,2,2
35807220,35806176,2,2
35807220,35806952,2,2
35807220,35803502,2,2
35807220,35805353,2,2
35807220,42542375,2,2
35807220,35102029,2,2
35807220,35803999,2,2
35807220,35806084,2,2
35807220,35805982,2,2
35807220,35803619,2,2
35807220,35804374,2,2
35807220,35805807,2,2
35807220,35804004,2,2
35807220,35805777,2,2
35807220,35806129,2,2
35807220,35804259,2,2
35807220,35804776,2,2
35807220,35806090,2,2
35807220,35805630,2,2
35807220,35805043,2,2
35807220,35803620,2,2
35807220,35805108,2,2
35807220,35804756,2,2
35807220,35806077,2,2
35807220,35806339,2,2
35807220,35806340,2,2
35807220,35805370,2,2
35807220,35803689,2,2
35807220,35805115,2,2
35807220,35805819,2,2
35807220,35805047,2,2
35807220,35805857,2,2
35807220,42542400,2,2
35807220,35807020,2,2
35807220,35804527,2,2
35807220,35804074,2,2
35807220,35804061,2,2
35807220,35805468,2,2
35807220,35805084,2,2
35807220,35806497,2,2
35807220,35804536,2,2
35807220,35803450,2,2
35807220,35803445,2,2
35807220,35102019,2,2
35807220,35102031,2,2
35807220,42542357,2,2
35807220,35805334,2,2
35807220,35806494,2,2
35807220,35804413,2,2
